Rating,Review
4,"This is the first and as far as I can tell, the only completed production of ""Heart of Darkness"" ever released. Prior to starting on ""Citizen Kane,"" Orson Welles shot some test footage for a version of ""Heart of Darkness"" that was to be filmed entirely in what would now be called ""POV"", where we would see everything from the point of view of the main character Charlie Marlow; he would be seen only fleetingly in mirrors, windows, water, etc. The film was never made. The ""POV"" technique was used, not too successfully, in 1947 in ""The Lady in the Lake,"" with Robert Montgomery starring as Philip Marlowe. Presumably, the coincidence of the two ""Marlow(e)"" characters is just that. Of course, Francis Coppola's ""Apocalypse Now"" was based on ""Heart of Darkness.""  The short novel ""Heart of Darkness"" by the Polish-born British writer Joseph Conrad, first serialized in a British literary magazine in 1899, features one of his favorite alter egos, ship captain Charlie Marlow, who also narrates the short story ""Youth"" and indirectly tells the story of ""Lord Jim."" Marlow, temporarily out of work, decides to take a job captaining a river boat for a Belgian company involved in the brutal exploitation of the resources of King Leopold II's personal fiefdom, the cruelly misnamed Congo Free State. Marlow travels from London to Brussels, signs on with the company, and is told that his mission is to take a boat up the Congo River to a far inland station headed by one of the company's most productive agents in the colony, a German named Kurtz. Shipments of ivory, latex (for the production of rubber) and other products from Kurtz's station have ceased, and no word has come downriver from Kurtz for some time. There are rumors that he has ""gone native."" Marlow is to investigate, take any necessary action, and make a report on his return. He takes passage down the West African coast to the mouth of the Congo, is delayed for weeks while he is forced to repair his boat at the company station on the coast, and finally sets out upriver to find Kurtz's station. The river, the heat, the vegetation, the wildlife, the insects, the people, all take their toll on his endurance, his imagination, and his mental resources. He finds Kurtz ill, half-mad, and close to death. The final encounter and the death of Kurtz are almost an anticlimax, especially since Conrad is so obscure about what actually happens that we are left to puzzle it out for ourselves. This is a novel where you close the book vaguely dissatisfied with the ending but nevertheless treasuring the story for its amazing atmospherics.  This ""Heart of Darkness"" was filmed with Guyana in Central America standing in for West Africa. It is best where the novel is at its greatest disadvantage: Actually showing us First World urbanites what a boat trip up a tropical river would look like. But the rest of the film was forgettable. Tim Roth does his best as Marlow, but so much about the plot, characterizations, and character relationships has been altered beyond recognition that you wonder why they bothered. If the aim was to make Conrad's story for the screen, why didn't they leave it alone? It's unreasonable to expect that no compromises will be made when a book is made into a movie, but so many changes were made that to me had no cinematic justification that you wonder whether we are simply dealing with incompetent screenwriters and cinematographers. Most disappointing of all was John Malkovich as Kurtz. He was completely miscast and simply flubs the role. Everything about him is wrong: His looks, his acting style, his voice, his accent, everything. A vastly better choice would have been someone like Bruno Ganz (unlike Malkovich, an actual German, like the character).  This is a very disappointing production and I would recommend it only after you've read the book if you want to depend on more than your imagination to get a visual picture of a boat trip up the Congo River circa 1900."
3,"Pure schlock from beginning to end. The average 12 year old might find that it has an interesting take on discrimination. Otherwise, it's a pure camp-fest endurance test. Like one of those so-so episodes of Star Trek The Next Generation that thinks it has Something Important To Say.  You'll see every plot twist a mile off in this by-the-numbers romp. However, it's worth seeing for its portrayal of drag-king prostitutes, a brothel where young women pay old men to have sex with them (how's that for role reversal), and lesbian soap operas. The ghost of Valerie Solanis lives!"
1,"With a humor that would appeal to an exclusive, small audience, the average viewer will find it pointless and monotonous. When Cartoon Network advertised this show, it was made to look as if it was a major drama or event, complete with a real rain scene and government officials trying to catch the Sheep.  When it came out on the air, I was disappointed at how all the characters were so one-dimensional and a totally bland animation. The only thing that put it to anything close to humor were the names of the characters like ""Private Public"" and ""General Specific"", a few vague references to cultural aspects, and how Lady Richington pummeled Sheep with her steel wig.  Slightly off topic, but I don't see why would Sheep fall in love with that ball of dirty cotton balls called ""Swanky."" It was hideous!"
10,"I think it definitely is. The writing is of such a quality that beginner students of the English language should model their conversations after its dialogue. For example, the exchange between Paul Kersey(Bronson) and Ms. Kathryn Davis(Deborah Raffin) (more about this character later) is extremely clear and to the point: Ms. Davis says, ""I hope you like chicken. It's the only thing I know how to make,"" to which Kersey deftly responds, ""Chicken's good. I like chicken."" If that's not English Grammar 101, I don't know what is.  Another thing about this Ms. Davis character: Kersey sleeps with her on the second date after she practically throws herself at him and tells him she wants to see him ""one last time""(this being only the fourth time they've ever met) before she moves to her sister's house in Binghamton,NY to get away from the creeps; then he really doesn't even bat an eye while her corpse is burning in the street only minutes later. Kersey never even says her first name through the entirety of the film. Not once. Never a ""Get over here, Katy,"" or a ""That's a nice dress you wearing, Kathryn"" or a ""Be careful, Katie, or the creeps'll get ya!""  And while this 'love' is developing between the two, Fraker(Gavan O'Herlihy) keeps his ever-watchful eyes on them. It's almost as if Kersey is using her as bait to get to Fraker, much as he uses the camera or the car. Sure enough, when Fraker bites, Kersey bites back hard...in the most incredible sequence of events ever caught on film! The final fifteen or so minutes are possibly rivaled only by the final thirty minutes of Delta Force in their brilliance. And that's giving Delta Force a lot of credit. In what other film can you see Ed Lauter take out Alex Winter in order to get Charles Bronson's back, a troubled gang leader seemingly calling a hotline to summon neo-nazi bikers to come to his aid, and nimble Broadway dancers wearing mesh halter-tops posing as street punks, all laid down to a soundtrack written by none other than Jimmy Page. If that's not the highest of high comedy, then nothing is funny.  Truthfully speaking, there are a thousand ways to state the unintentional comedy of Death Wish 3, but the only way to truly understand it is to watch it and judge for yourself."
1,"Can this ""film"" be considered as a film? Imagine the situation: somebody puts a handy cam over a tripod and in front of a sea promenade and film people walking or jogging along it. Then, he places the camera in a beach, buys some ducks in a pet shop, open their cages and let them run in front of the camera. Later, he just films the water surface and the sound of birds and insects in an absolute darkness. Is it an experiment or just an insult to the audience intelligence? What would it happen if any unknown director did a film like that? Would we mark his job with 10? I always disappoint directors who believe that can do everything they want once they became famous."
8,"My giving this film a score of 8 is relative to other feature-length films from 1930. By the standards of films made just a few years later, this film might receive a score of only 6 or 7--mostly because the sound quality was so poor. Now it is possible that the film sounded better and the Fox Movie Channel did show a degraded print (it DID have a lot of lines and scratches), but I assume the sound problem was always an issue. That's because sound in movies was still a novelty in 1930 and many of the Hollywood talking pictures of 1930 sounded terrible--with background characters often drowning out the leads, characters huddled together to make sure they are picked up by the microphones or inconsistent quality (such as what was seen in THE BISHOP MURDER CASE, HELL'S ANGELS and other films of the day). This was all made much worse in THE BIG TRAIL because most of the film was shot outside--something unheard of at the time. Quite an innovation but also something that really stretched the talents of the sound technicians! So, while the film was very hard to listen to, I realize that they had to start somewhere, so I can forgive this--especially since the outdoor scenes are breathtaking--a major innovation for 1930.  The plot is rather similar to CIMARRON--a Western that came out the following year and which captured the Oscar for Best Picture. Unfortunately, CIMARRON isn't all that great a film and I actually like THE BIG TRAIL more due to the scope of the film. While some might balk at THE BIG TRAIL's slow-moving pace, I saw it as a great history lesson about the hardships endured by those traveling West on wagon trains. Plus, the whole thing just looked so beautiful, as director Raoul Walsh went to significant trouble to film on location and THE BIG TRAIL looks almost like a film version of some Ansel Adams prints.  As for the acting, it was pretty good. This was a major break for young John Wayne--as his previous screen appearances were, at best, minor and unremarkable. Here, he was given the lead and did a dandy job--though he was obviously young and a little less ""John Wayne-ish"" than he was in later films, as his screen persona was not yet firmly established. Another interesting part was played by Tyrone Power II (Tyrone Power's father). He looked nothing like his extremely handsome son and looked and sounded almost exactly like Bluto from the Popeye cartoons! He made very few sound films--dying just a year after making this film--so it's a rare opportunity to see and hear this once famous actor.  Overall, the film is well worth seeing despite some sound problems and a few overly long scenes here and there. For 1930, it was a remarkable achievement--more so than the much more famous and award-winning CIMARRON made the following year. Much of the reason THE BIG TRAIL didn't win an Oscar most likely was because ALL QUIET ON THE WESTERN FRONT came out the same year and it is truly one of the great films."
3,"But I still enjoyed watching her, so I gave it a 3 instead of a 1. Her expressions are priceless. Some of the other cast members (e.g., Michael McKean) are really slumming, too. The cat himself is somewhat amusing. Aside from that, the movie is all cliche, culminating in a much-too-long car chase. (It's also at this point that the movie becomes unnecessarily crude, having been very ""family"" until then.)"
4,"First of all, I have to say that I am not generally a big fan of werewolf movies in general. It's not that I don't like them, just that I don't like them a lot. There are some that I have enjoyed...Werewolf of London (1935, Stuart Walker), An American Werewolf in London (1981, John Landis)...and some that I have thought were okay but nothing special...The Wolf Man (1941, George Waggner), The Howling (1981, Joe Dante), Dog Soldiers (2002, Neil Marshall) are some examples...but overall, the werewolf sub-genre is not my favorite. But I had this one on one of those 50 movie sets so I thought I'd give it a watch and see how it was.  Spoilers follow...  The Mad Monster is a werewolf tale, but the werewolf is primarily used as a vehicle for revenge by a mad scientist, Dr. Lorenzo Cameron (George Zucco). Dr. Cameron has discovered a way to transform human beings into beasts, specifically wolves, but was ridiculed and ostracized by the greater scientific community. Forced out of a prestigious position, he goes mad and plots revenge on those who mocked him in an old country mansion, where he lives with his daughter Lenora (the lovely Anne Nagel) and his assistant Petro (Glenn Strange) of limited mental abilities. Using his serum, Dr. Cameron transforms Petro into a werewolf and sends him off to kill his old rivals. Eventually, though, the werewolf Petro gets out of control and both the mad doctor and his creation are killed.  The movie also plays out somewhat as a murder/crime drama, with Lenora's journalist suitor (Johnny Downs) investigating the doctor's strange behavior and the rash of murders. The story seems to borrow many elements from other big pictures that came before it. There are reminders of Frankenstein (1931, James Whale) in the creation of a monster which runs amok, and the creature killing an innocent child. Visions of Dr. Jekyll and Mr. Hyde (1931, Rouben Mamoulian or the 1941, Victor Fleming version) and The Wolf Man (1941, George Waggner) also come to mind. And that is one of the problems with this movie in my view-it comes across as a mediocre melding of some great films. It doesn't add much to the genre.  True, there are some redeeming qualities. George Zucco's performance was convincing, and the scene showing Dr. Lorenzo talking to his visions/hallucinations of his tormentors works well for me in showing his insanity. There is some reasonable character build up, at least in the case of his character. But Glenn Strange's character is not at all convincing, and seems to have this comedic quality-whether intentional or not, I'm not sure-that just doesn't fit into the movie as a whole.  I seemed to like it more than most IMDb users based on my rating of 4/10, but it was still a below average film. Perhaps worth a view if you are a fan of early werewolf movies or a big fan of the 1930's and 1940's horror films, but unlikely to appeal to you if you are not."
2,"This critique tells the story of 4 little friends who went to watch Angels and Demons the movie on the first night it came out, even though it was a school night, because ""Angels and Demons is worth it."" Two of the four had read the book. Of those that didn't, a guy, was wearing pink skinny jeans. This was the least eventful part of the evening after watching the abhorrent Angels and Demons.  The movie starts out in a lab where the antimatter is being created while another process is going on. And apparently someone knows about it or something. Notice how very confused I am.. I don't get what happened: they were just making the antimatter. Vittoria finds her own father dead... WHAT? The Illuminati symbol sent to Langdon is a PRINTOUT, not a burn on someone's chest. They take out the X-33 scene. They take out Maxmillian Kohler. They, pretty much, take out CERN and the symbology connected to it. They take out the Hassasin and replace him with some religious, British dude. They take out the Illuminati Diamond. They take out Vittoria's near-rape scene. They take out Langond's fight with the Hassasin (now British dude on crack). They take out the press dude following them around. They take out the death of the fourth cardinal. They take out the fact that the Camerlengo becomes pope. They take out the Camerlengo's grand scheme. They take out Langdon's being in the helicopter and landing on that island toward the end. They take out the fact that Vittoria's father was a scientific priest. They take out Langdon's fun and most unfortunately, they take out Vittoria's sexual appeal.  Other than the movie COMPLETELY losing focus of the details, the movie is acted HORRIBLY. One must admit, though, there were some good things. For example, the Sistine Chapel recreation must have been extremely difficult and it was extremely well done. The explosion scene was MIND-BLOWING. Other than that, SCREW THIS MOVIE FOR RUINING THE BOOK FOR THE PEOPLE WHO DIDN'T READ IT."
3,"Hollywood had a long love affair with bogus Arabian Nights tales but few of these products have stood the test of time. The most memorable were the Jon Hall, Maria Montez films which have long since become camp. This one is filled with dubbed songs, anachronistic slang, and slapstick. It's a truly bounteous crop of Mesopotamian corn, and pretty near intolerable today. It was nominated for its imaginative special effects which are almost unnoticeable in this day and age, consisting mainly of trick photography. The only outstanding, positive feature which survives is its beautiful color and clarity. Sad to say, of the many films made in this genre, few of them come up to Alexander Korda's original ""Thief of Baghdad"". Almost any other Arabian Nights film is superior to this one, though. It's a loser."
4,"The acting in this film was of the old school: corny and stiff. Irene Dunne is luminous, and comes off the best even though she has some very unnatural lines to say. Still, her ability to convey emotion comes through.  Old movie buffs will find at least some redeeming qualities in this film through observation of cinematic technique of the 1930s. Otherwise, it is not really that worthwhile."
8,"BEING Warner Brothers' second historical drama featuring Civil War and Battle of the Little Big Horn, General George Armstrong Custer, THEY DIED WITH THEIR BOOTS ON (Warner Brothers, 1941) was the far more accurate of the two; especially when contrasted with SANTA FE TRAIL (Warner Brothers, 1940), which really didn't set the bar very high.  ALTHOUGH both pictures were starring vehicles for Errol Flynn, there was a change in the casting the part of General Custer. Whereas it was ""Dutch"", himself, Ronald Reagan portraying the flamboyant, egomaniacal Cavalryman in the earlier picture, with Mr. Flynn playing Virginian and later Confederate Hero General, J.E.B. (or Jeb) Stuart; Errol took on the Custer part for THEY DIED WITH THEIR BOOTS ON.  ONCE again, the Warner Brothers' propensity for using a large number of reliable character actors from the ""Warner's Repertory Company"" are employed in giving the film a sort of authenticity, and all is really happening right before our very own eyes. Major roles are taken by some better known actors and actresses, such as: Elizabeth Bacon/Mrs. Custer (co-star Olivia de Havilland), Ned Sharpe (Arthur Kennedy), Samuel Bacon (Gene Lockhart), Chief Crazy Horse (Anthony Quinn), ""Californy"" (Charlie Grapwin), Major Taipe (Stanley Ridges), General Phillip Sheridan (John Litel), Callie (the Bacon's Maid, Hattie McDaniel).   THE rest of the cast is just chock full of uncredited, though skilled players such as: Joe Sawyer, Eleanor Parker, Minor Watson, Tod Andrews, Irving Bacon, Roy Barcroft, Lane Chandler, Spencer Charters, Frank Ferguson, Francis Ford, William Forrest, George Eldridge, Russell Hicks, William Hopper, Hoppity Hooper, Eddie Keane, Fred Kelsey, Sam McDaniel, Patrick McVey, Frank Orth, Eddie Parker, Addison Richards, Ray Teal, Jim Thorpe (All-American, himself), Minerva Urecal, Dick Wessel, Gig Young and many, many more.  THE film moves very quickly, particularly in the early goings; then sort of slows down out of necessity as the story moves along to the Post Civil War years, the assignment of Custer as a Colonel in the 7th Cavalry and the ultimate destiny at the Little Big Horn, in Montana. Under the guidance of Director, Griffith Veteran, Raoul Walsh, the film hits a greatly varied array of emotions; from the very serious, exciting battle scenes and convincing historical scenes; looking as if they were Matthew Brady Civil War Photos. As with most any of Mr. Walsh's films, he punctuates and expedites the end of many a scene with a little humor; but not going overboard and thus risking the chance of turning the film into a comedy (farce, actually).  AS previously mentioned, this is much more factual than its predecessor, SANTA FE TRAIL (last time we'll mention it, honest Schultz, Scout's Honor!). However, that is not to say that it wasn't without a few little bits of ""Artistic and Literary License; as indeed, just about any Biopic will have. It would be impossible to make any similar type of film if indeed every fact and incident were to be tried to be included in the screenplay. Perhaps the most erroneous inclusion as well as the most obvious invocation of Literary License is that business about Custer's being accidentally promoted to the rank of Brigadier General. It just didn't happen that way, yet the ""gag"" both helped the film to move along; while it underscored the whole light, carefree feeling that permeated the early part of the film.  DIRECTOR Walsh and Mr. Flynn collaborated in giving us what would seem to be a characterization of this legendary Civil War Hero that was very close to the real life man. And they did this on top of the recreation of an incident, being the Massacre by the Lakota Sioux, the Cheyenne and the Fukowi of Custer and his 7th Cavalry at the Little Big Horn. At the time of its occurrence, June 25, 1876, ""Custer's Last Stand"" was as big an incident and shock to the Americans' National Psyche as were the Japanese Attack on Pearl Harbor (December 7, 1941) or the Atrocities perpetrated by the Islamic Fascists to New York's Twin Trade Towers and the United States' Armed Forces' Headquarters in the Pentagon, Arlington, Virginia on September 11, 2002.  JUST as so many films of that period of WORLD WAR II (and the years immediately before), there were so many incidents in it that were, if not intentionally done, were demonstrations of virtues that would be needed in time of another Global Conflict, such as we were in by the time of THEY DIED WITH THEIR BOOTS ON was finishing up its original Theatrical release period.  POODLE SCHNITZ!!"
4,"It's hard to tell if this ham-brained B-movie adventure is a spoof, a homage or just plain bungled, but it doesn't work whichever way you look at it. Based on Michael Crichton's so-so novel, it's a nutty mixture of lost cities, giant hippos, monster monkeys, naff visual effects and corny dialogue. The first thing that scuppers this tosh is the gorilla that can communicate in sign language, and needless to say the film doesn't get any better from that point on. Making all this old rope somewhat worthwhile are Tim Curry, turning in a feverish slice of ham and sporting a bizarre accent that defies identification, and Ernie Hudson, who also seems to know that this is all a load of old rubbish."
3,"I watched ""Gristle"" primarily for the presence of Michael Dorn, as I enjoyed his Worf portrayal on Star Trek TNG, but had never seen him out of his makeup. Dorn appears to have a nice presence, and probably has the potential for a profitable acting career. This movie, however, gave him little dramatic challenge, except to prove that he can, indeed, use the ""F"" word.  It appears that this movie was made by someone who fancied himself as a forward-thinking type, with a social conscience. Yeah--- for 1965. Today, the themes are so belabored and sophomoric and cornball that even Spike Lee's dreadful ""Bamboozled"" looks good in comparison.  This crime-caper flick has an intricate labrynth of double-, triple-, and quadruple-crosses, but the plot scheme is so convoluted that it collapses upon itself within the first 30 minutes. Mostly, after that point, I simply watched out of momentum, and a mild curiosity about how each scene would play out. There is a great cast here-- you will recognize virtually everyone as a character actor from much better movies. Why are they all in this? I suspect it was 1) The work, and some money, even if modest. 2) Perhaps the director knows all these actors from acting classes and social connections around LA--- you know, perhaps they participated to support him, as a fellow struggling movie guy on the third and fourth tiers of the Hollywood scene. Dunno... but the movie was half-baked--- not really ""finished."" I gave it a 3, although my affection for the actors involved was undiminished from my admiration of their previous work. Let's hope everybody has moved on to more professional, more carefully done, and more thorough projects since."
1,"If you make a suspense movie it is kind of important that the ""villain"" not be more sympathetic than the ""victim"". And this fails miserably. It was so terrible and frustrating to watch that I was actually moved to register and comment. OK, so the husband is rich and cocky. There are worse vices, and the cabana boy and wife display plenty. The husband is a jerk because he - um, didn't approve of the cabana boy physically assaulting that woman - the witch one which had absolutely nothing to do with the plot BTW. The cabana boy threatens the husband and repeatedly attempts to seduce the wife. He then forces himself on her - which the woman finds so hot she stops thinking rape and starts thinking she wants him. Uh huh. The misogynistic, inferiority complex thoughts the director displays are just revolting. It is one thing when a fine film like American Psycho deliberately tries to get us to empathise with the villain but in Survival Island I felt like I was watching a movie about Ted Bundy but the director failed to make him unlikeable and instead made us hate his victims. What was he thinking???"
